driver_id;full_name;phone;license_number;status
46;Nurul Siregar;(057) 139 0870;RP146788;inactive
47;Rahmat Laksita;0888496185;HY640671;suspended
48;Ir. Ophelia Puspita;+62 (0553) 886-3181;wA450108;active
49;Cawisono Adriansyah;+62 (0936) 218-7479;KM823093;suspended
50;Drs. Dinda Hastuti, S.Pt;0836246669;DK512811;suspended
51;Jamal Nasyiah, M.Si;+62-16-333-6097;kv831977;active
52;Padmi Yuliarti;0851453367;KP126590;active
53;Tantri Lazuardi;(0519) 612-2863;ex066614;suspended
54;Cornelia Dongoran, M.Si;(0151) 707-7962;bj115386;suspended
55;Eka Sihombing;(035) 687 3120;Ta874508;inactive
56;Cut Kani Pradana, M.Ak;+62 (0750) 626-4239;bS077426;active
57;Bahuwirya Setiawan;+62 (97) 294-8615;EH028054;active
58;Perkasa Zulkarnain;087 573 7845;Fl392630;active
59;R. Jasmin Astuti;+62 (253) 020-5673;mb145770;suspended
60;Hj. Cornelia Padmasari;+62-63-843-8552;kO794539;inactive
61;Dt. Imam Purnawati;+62-044-651-2029;xd109762;active
62;Gangsa Pradipta;+62-042-263-0049;Tl163547;inactive
63;Makuta Wasita;+62-29-130-6474;rh301907;active
64;drg. Widya Winarsih;+62 (040) 958-1220;bG604154;suspended
65;R.A. Nadine Pudjiastuti, M.Si;+62-0594-919-1122;kE519762;active
66;Cemplunk Yolanda;+62 (44) 404-3362;Ll812341;inactive
67;Lintang Sihotang, M.Ak;+62-0281-005-9619;OB698298;suspended
68;Narji Suryatmi;+62 (862) 783 6220;UX611209;active
69;Dt. Langgeng Lazuardi, M.Kom.;+62 (48) 407 9979;wx729632;inactive
70;Kania Rajata, M.Si;+62 (0078) 394 7362;Ow852912;active
71;Puput Situmorang;(0222) 127-2338;aX051859;suspended
72;Arta Oktaviani;(0059) 906-3294;xH058757;suspended
73;Raisa Suartini, S.Farm;+62-0662-634-9361;FI133738;suspended
74;Ir. Okta Budiyanto, M.Si;+62 (326) 168 1094;Nw099440;inactive
75;Damar Hutagalung;(0640) 475-9935;cU209054;suspended
76;H. Mahfud Rajasa, S.Pt;+62-18-632-0095;nz568794;inactive
77;Luwar Samosir, M.Si;083 552 1056;mJ146557;active
78;Laila Samosir;0875039069;Bj734850;active
79;Sari Kusmawati;+62-0873-004-9213;eA321988;suspended
80;Dipa Suartini, M.Si;+62 (54) 998-7779;UA229870;inactive
81;Darimin Gunawan;(0567) 510 5760;iR938431;inactive
82;Harsanto Sitompul, M.Si;+62 (51) 591 8842;GY541855;active
83;Farhunnisa Safitri, M.Si;+62 (52) 356 9761;aj951943;active
84;Drs. Cawuk Setiawan;+62 (0967) 172 2316;ZY454835;suspended
85;Wardaya Marbun, M.Si;0871877383;QG508211;inactive
86;dr. Kenes Mahendra, M.Si;+62 (081) 716-1814;Oh622924;suspended
87;Ana Hutasoit, M.Si;+62 (054) 046 6317;aY282330;suspended
88;Cagak Prastuti;0885491038;Uo260149;active
89;Siti Kusumo;+62 (887) 448 5817;Lm286975;inactive
90;Umi Yuliarti, S.T.;+62-26-146-4124;RK134838;suspended
91;Wadi Pratiwi, S.Sos;+62-041-527-2047;cv588330;inactive
92;Sarah Permadi;+62 (0615) 266 3225;nr156182;suspended
93;Drajat Sinaga, M.Si;(0409) 302 7943;OF074127;active
94;Tira Wahyuni;+62-554-065-0903;qD344317;inactive
95;Hj. Violet Halimah;+62 (050) 093 0371;oH129137;suspended
96;Natalia Pradana, M.TI.;(054) 578 6436;JZ226207;active
97;Pangeran Prabowo;(079) 299-9985;be625099;inactive
98;Rahmi Widiastuti;+62-306-144-1732;Xg743826;suspended
99;Latika Simbolon;+62 (016) 044-9604;tb177027;active
100;Rahmi Adriansyah;+62 (032) 982-8482;eO174702;active
101;Belinda Usada, M.Ak;(055) 504 0343;Uv764703;suspended
102;KH. Asmadi Narpati, M.Ak;0864580362;dF248031;inactive
103;Prayoga Pertiwi;+62-53-471-7062;Lu354234;inactive
104;Hj. Shania Sihombing, M.M.;(058) 453 1972;iB951156;active
105;Irfan Hastuti, M.Si;+62 (500) 139 4189;Pa681676;active
106;R.A. Unjani Rajasa;+62 (0773) 992-1901;Ql963176;inactive
107;Ellis Permadi;(0124) 306-2447;KO590131;active
108;Ganda Mayasari;+62 (20) 361 2772;Vz347723;inactive
109;Galang Napitupulu;+62 (0849) 208 6767;nw243342;active
110;Septi Winarsih, M.TI.;+62 (201) 999-2780;CB173217;active
111;Ir. Diah Sihotang, S.Ked;+62-0282-988-6644;kw912762;inactive
112;Hana Sihombing, M.Si;+62 (211) 759-0720;Pi301166;active
113;Kayun Dongoran;(0888) 758 6711;kh932555;active
114;Murti Sirait, S.Gz;087 655 0231;fx020300;suspended
115;Bakiadi Rahmawati;+62 (755) 632-1952;GB377069;suspended
116;R. Wakiman Marbun;+62-66-303-1077;jK506196;suspended
117;R.A. Cinta Sudiati, M.Ak;0836291442;Lw022343;active
118;Lalita Wijayanti;(036) 876-3131;JR486091;active
119;Asmianto Yolanda, M.Si;+62-094-313-4863;CD735086;active
120;Vicky Habibi;089 838 0817;yB316937;inactive
121;Novi Siregar;0826087687;Ve035710;active
122;Emil Lazuardi;+62 (34) 473 9098;vd855700;inactive
123;Vinsen Suartini, M.TI.;(0089) 337 2155;jC320580;inactive
124;Taufik Irawan;(0231) 724 3905;eK348967;active
125;Cahya Namaga, M.Si;+62-005-762-2815;pG910699;suspended
126;Enteng Setiawan;(0130) 502-2152;Oe373990;inactive
127;Darsirah Wulandari, M.Si;(015) 334 0327;IO394785;inactive
128;R. Hartaka Purwanti;(078) 141-7795;Xq791445;suspended
129;Tgk. Anita Prasetyo, M.Si;+62-0175-883-5759;nb050190;active
130;R. Kadir Mayasari;+62-867-451-2747;rF614359;active
131;drg. Zaenab Tarihoran, M.Si;(0325) 746 6624;vk227561;active
132;R. Yulia Sinaga;0888408396;EQ314917;inactive
133;KH. Gadang Winarno;+62-0259-538-3364;xZ635783;active
134;Dr. Humaira Kuswandari;+62-06-828-7615;Jl562918;inactive
135;Amalia Hardiansyah, M.Kom., M.Si;088 971 7385;Qa861384;inactive
136;Lili Dongoran;(0259) 587-7929;lh601471;suspended
137;Yessi Nainggolan, S.E.I;+62 (0238) 756 8478;fx003691;inactive
138;Arta Damanik, M.Si;+62-668-109-6731;jt177977;inactive
139;Ghaliyati Wahyuni, M.Si;+62 (034) 988 1605;ia956765;active
140;Putri Yuliarti;+62 (026) 727 5658;kL381563;active
141;H. Parman Lestari, S.T.;(034) 495 3576;JK758428;suspended
142;Ilsa Wasita, M.Pd, M.Si;+62 (0569) 114-0492;Eu829886;active
143;Bakijan Hardiansyah;+62-96-255-8363;cr278704;active
144;Tiara Mandasari;0871382530;ZZ126497;inactive
145;R.M. Rendy Susanti, S.Pt;+62-054-950-8210;bm429857;active
146;Ikin Handayani;+62-083-494-6001;Bx526912;active
147;Ir. Jefri Rajata, M.Si;+62 (84) 813 3546;za708119;inactive
148;drg. Salsabila Januar;+62 (0048) 440 8084;FW503227;active
149;Jarwi Siregar;084 586 0181;YF508700;inactive
150;Cemplunk Rajata;+62 (86) 956 0913;GW709941;active
151;Hj. Rahmi Padmasari;+62 (124) 434 8257;er542049;inactive
152;Cahyanto Farida;0867506810;oj747004;inactive
153;R. Yunita Januar;(064) 081 3271;VV839558;suspended
154;Puspa Gunarto;084 297 9708;sh617833;active
155;T. Jayadi Dongoran, M.Ak;+62 (92) 140-0539;Jb199340;inactive
156;Fathonah Simbolon;0869526207;nG470104;suspended
157;Dr. Maya Nababan, S.T.;+62 (752) 027 2529;fB272909;suspended
158;Ir. Ganda Pudjiastuti;+62 (29) 340-2301;DQ230883;active
159;Caket Januar;087 315 5767;Cy038369;inactive
160;Dirja Purnawati;+62 (096) 166-0418;lW245873;active
161;Lutfan Nasyidah, M.Si;085 819 6276;gq593955;suspended
162;Okto Farida;+62 (073) 747-9715;pk327230;suspended
163;Ayu Putra;(092) 215-0533;jJ283195;suspended
164;Titin Santoso, M.TI.;(0953) 343-0574;fs644598;suspended
165;Tirta Wastuti, M.Si;(015) 363-0870;LZ841261;inactive
166;Gandewa Marpaung, M.Kom.;+62-0909-761-5438;hN952518;inactive
167;T. Kasusra Maryati, M.Ak;+62 (110) 007-5296;ri174334;active
168;Dr. Latif Zulkarnain;(0595) 774-2166;Eq684397;inactive
169;Dalima Nuraini;+62 (004) 910-3287;QC338767;suspended
170;Titin Mardhiyah, S.Ked;+62-0328-740-6019;mb620560;suspended
171;Rahmi Widiastuti;+62 (93) 971 3779;ys060158;active
172;Lili Laksita, M.Si;+62-042-492-0424;sQ241717;active
173;dr. Tania Laksita;(045) 353-5646;Lu020224;suspended
174;Drs. Adikara Nababan, S.E.;+62 (090) 331-9324;NX530942;suspended
175;Hartana Halim, S.Ked;+62 (0763) 825-3932;GS282178;active
176;Dr. Amelia Rahayu, S.Sos;+62 (695) 934 3126;iT345419;active
177;Dr. Kezia Hastuti, S.Kom;+62-0872-544-7964;Gl829496;suspended
178;Alambana Siregar;+62 (0363) 142 3000;fN193888;active
179;Tira Wacana, M.Si;(001) 390 3354;iz705203;suspended
180;Shania Utami, M.Ak;+62 (666) 079 7292;Zw303912;active
181;Cindy Narpati, M.Si;(063) 112 2380;HV436998;inactive
182;Ir. Prayoga Rajata;+62 (0782) 952-4775;KJ393680;active
183;Hj. Malika Kurniawan, S.Ked;(015) 085 4924;pd402502;active
184;Unjani Prasasta;+62-648-282-3711;hy853219;active
185;R. Rini Fujiati;+62 (0551) 491 1152;kc028642;inactive
186;Genta Lailasari;+62-091-284-1488;je518584;inactive
187;R. Nardi Yulianti;086 121 5086;QX617151;inactive
188;Irma Safitri;+62 (24) 310-6694;Un985086;active
189;Carub Sihombing;+62 (22) 664 3524;Na761810;inactive
190;Yani Halim;+62 (58) 168-4332;KH530010;suspended
191;Bahuwirya Yulianti;(033) 362 3146;nN130364;suspended
192;Ellis Tampubolon;0808099292;Jr447588;suspended
193;Kartika Haryanto, M.Si;+62 (15) 088 3210;fs334324;active
194;Agnes Halim, S.Psi;+62-093-534-5715;hs884004;inactive
195;dr. Hadi Winarno;+62-786-185-8688;wQ497888;suspended
196;Tiara Mardhiyah, M.Si;085 260 1618;Xw803626;suspended
197;Langgeng Farida;(005) 058 4870;LY395464;active
198;Gawati Saputra, S.H., M.Si;+62 (499) 599 2589;Mn616922;suspended
199;Winda Yuniar, M.Si;(0746) 799-3303;Hd684416;active
200;Lurhur Pradana;+62 (037) 372-8084;nO206374;inactive
201;Lintang Saptono;(0945) 753-4083;qZ499750;suspended
202;Daliono Pertiwi, M.Pd, M.Si;+62-770-102-4147;kQ490968;active
203;Shakila Kuswoyo;0835043800;hs259714;suspended
204;Pia Nugroho, S.I.Kom, M.Si;+62 (69) 437 8239;QM650385;suspended
205;Hana Jailani, S.Gz;+62 (570) 129-3213;jS379163;active
206;R.A. Rachel Wacana;+62 (0272) 197 4806;oF568489;suspended
207;Waluyo Hutasoit;+62 (595) 361 1637;YQ513334;active
208;Dr. Lala Nurdiyanti, S.I.Kom;+62 (096) 395-6911;Mq013372;suspended
209;Siska Nasyidah;(035) 463 6157;He203376;suspended
210;Dt. Cakrabirawa Suartini, S.I.Kom, M.Si;+62-483-671-8889;rQ911260;inactive
211;Ajeng Usada;0849781158;An177767;suspended
212;Wirda Rajata;(052) 529 0176;Tp270328;inactive
213;dr. Parman Fujiati;+62 (069) 496 6993;hr178485;inactive
214;Agnes Wijaya;087 966 1092;BZ445225;active
215;Laras Namaga;+62 (921) 080 5207;lT443042;suspended
216;Jagaraga Padmasari;0829654162;bD290977;active
217;Hj. Rika Hutagalung;+62-136-919-8427;RG048836;suspended
218;Wisnu Hastuti;+62 (0285) 996 2753;ay687470;inactive
219;Ika Wahyuni;+62-020-504-9609;ti356832;active
220;Saka Uwais;082 919 0809;WI234574;suspended
221;Vanesa Halimah;(0765) 436 6522;dN279579;inactive
222;Syahrini Mardhiyah;+62 (064) 957-2499;LM557147;inactive
223;Dono Kusumo;+62-021-331-2384;SM380005;inactive
224;drg. Luluh Uyainah, M.Si;+62 (713) 426-3704;ij960918;inactive
225;Kawaca Pranowo;(0760) 051 6008;dh511700;suspended
226;Setya Prasetyo;+62 (0435) 463-8831;HC571755;suspended
227;Dina Januar;+62-337-791-0572;qc469454;suspended
228;Cemani Permadi;+62-046-742-9902;Qp495716;active
229;drg. Gaduh Oktaviani, S.Pd, M.Si;+62 (13) 537-8834;Wq421567;suspended
230;dr. Qori Prabowo;+62 (024) 879-2637;aC601750;active
231;Dr. Hasna Rajata, M.Si;+62 (44) 644 1389;sr016548;active
232;Drs. Rudi Wacana;(0100) 105-2983;Co980604;suspended
233;Puti Talia Mayasari;+62 (214) 549-0653;CA633444;inactive
234;Najam Mustofa, S.Sos, M.Si;(0195) 698-9030;xw068320;inactive
235;Jasmin Melani, M.Ak;(006) 762-9717;vy925833;suspended
236;Ghaliyati Kusumo, M.Si;081 144 5303;kS174505;inactive
237;Ana Hidayat;+62 (0798) 250-2479;sb908290;inactive
238;Fitria Pradipta, M.Si;+62-0591-342-5570;MF501689;inactive
239;Tirtayasa Lailasari;(095) 731-7043;Zh642361;active
240;Lantar Laksmiwati, M.Si;0882533845;Wu854137;inactive
241;Banawa Anggraini, S.Sos;+62-212-456-1287;QJ300248;inactive
242;Dr. Ikhsan Mustofa, S.T.;+62-517-503-4786;nH695683;active
243;Hj. Violet Nugroho, M.M.;+62-0146-902-7132;jA477824;active
244;Zulfa Hutapea, S.T.;+62 (007) 290 5846;rN779970;inactive
245;Betania Nugroho;+62 (0202) 468 7808;RC106435;suspended
246;Purwanto Suryono, M.Si;+62-59-595-5220;Qt905713;suspended
247;Hardi Firmansyah;+62 (0764) 175-5348;Ev685250;active
248;Siska Mandasari, M.Si;(080) 949 9687;he727087;inactive
249;Ir. Clara Saragih, S.Kom, M.Si;+62 (095) 922 8162;Fx447703;active
250;Puti Rini Pradana;+62-0144-869-3191;aC064281;suspended
251;Opung Ramadan, M.Si;+62-497-950-8160;Lx613555;inactive
252;Gina Damanik, M.Si;+62-141-259-8555;Dz030504;active
253;Bakda Winarno;+62 (0459) 764 1067;hS435675;inactive
254;Karta Wijaya;+62 (0861) 522-7011;to554086;suspended
255;Maryadi Tarihoran, M.Si;(0428) 553-7454;xI324072;suspended
256;Almira Sudiati;+62 (756) 868 7214;Mm297358;suspended
257;Legawa Siregar, M.Si;+62-572-033-7693;IL701033;suspended
258;Wahyu Nainggolan;+62 (56) 717-9446;xN471311;suspended
259;Nalar Riyanti;+62 (0270) 545 0770;Xe622379;suspended
260;R.A. Ida Waluyo;081 559 2145;XO853879;inactive
261;Gawati Sihotang, M.Si;+62-054-082-4693;GW916532;suspended
262;dr. Kenzie Kuswandari, M.Ak;+62 (78) 919 0388;vC168125;active
263;Lala Mahendra;+62-040-965-0701;Bv118431;inactive
264;Tania Ardianto;+62 (003) 566-7860;MP355761;active
265;Oman Yolanda;+62 (535) 298 7811;qJ964604;suspended
266;Tgk. Harja Sitompul;+62 (068) 341 0197;QH106373;inactive
267;Ratih Hutagalung;086 880 7649;ZN283269;active
268;Tgk. Unggul Nugroho, S.Kom;(093) 589 6716;oO127541;active
269;Wirda Haryanto, M.Farm;+62 (085) 029 3783;Bv352227;suspended
270;Lintang Pratiwi, S.Ked;+62-740-495-2967;ZN314812;suspended
271;Unggul Hutagalung;0835115733;qL950511;inactive
272;Kamaria Winarno;+62 (384) 233-1305;Cd970601;suspended
273;Malika Halimah, M.Si;+62-040-787-8847;DY693425;suspended
274;Michelle Hartati, M.M.;+62 (75) 654 3802;qo208867;active
275;Cawisono Kurniawan;(0949) 012-6059;KI795940;inactive
276;Samiah Widiastuti;+62 (82) 281-8946;uQ598777;suspended
277;Kamal Sinaga, S.Sos;(037) 095 4486;IF520610;inactive
278;Jatmiko Gunarto;(098) 856 4957;Kd979773;active
279;R.A. Kamila Sinaga, M.Pd, M.Si;+62 (004) 430-6177;Jy661986;inactive
280;Kayla Narpati;(007) 106 9656;CJ838367;suspended
281;Lembah Mansur, M.Si;+62-049-244-8277;aw241093;inactive
282;Prima Manullang;+62 (0162) 693-2547;Cd375438;inactive
283;Kezia Handayani;0833149266;mB492022;suspended
284;Hj. Mila Wijayanti;+62-026-716-5785;Ch239807;active
285;Hairyanto Rahmawati, M.Si;+62 (0347) 829-1203;zM626106;suspended
286;KH. Erik Riyanti;+62-0710-758-8338;WO248634;suspended
287;Drs. Prasetya Yulianti, S.Sos;+62-955-367-8217;Id020453;inactive
288;Jaya Tampubolon, M.Si;(0432) 047-7416;mu183571;suspended
289;Rafid Hartati, S.Farm;(006) 517 6293;MH367397;suspended
290;Koko Aryani;+62 (028) 744 4573;TC726445;inactive
291;R.A. Ella Waskita;+62 (108) 595-5445;xQ098086;inactive
292;Elisa Usamah;+62 (21) 010 5945;xk782751;suspended
293;Febi Pudjiastuti;+62-024-526-2195;Qe725801;inactive
294;Eka Winarno;+62 (0335) 161-6009;ce264962;suspended
295;Gangsa Ramadan;(004) 301-1183;Ph590710;suspended
296;Mutia Usada;+62 (0053) 979-1415;Py158414;active
297;Teguh Budiyanto;+62 (785) 055 7533;wS621997;inactive
298;Dadap Kuswoyo;+62 (79) 677 4186;Xk862199;active
299;Rendy Nurdiyanti;(092) 235-0133;NC488751;suspended
300;Ir. Balamantri Samosir, S.IP;086 992 8316;EL153671;inactive
